"STT","Mã Đơn Vị","Tỉnh / Thành Phố","Quận / Huyện / Khu Vực","Tên Phường / Xã","Phân Loại","Diện Tích (km²)","Dân Số (người)","Mật Độ (người/km²)","Tên Trụ Sở UBND","Địa Chỉ UBND Thực Tế","Vĩ Độ UBND (Lat)","Kinh Độ UBND (Lng)","Google Maps UBND","Tên Trụ Sở Công An","Địa Chỉ Công An Thực Tế","Google Maps Công An","Website / Cổng TTĐT","Nguồn Đối Soát","Trạng Thái Kiểm Tra","Ghi Chú AI Senior"
"3117","87024","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã An Phước","Xã","64.93","23788","366","Ủy Ban Nhân Dân Xã An Phước","Ấp Xã An Phước, Xã An Phước, Tỉnh Đồng Tháp","10.4721","105.5786","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20An%20Ph%C6%B0%E1%BB%9Bc%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã An Phước","Ấp Xã An Phước, Xã An Phước, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20An%20Ph%C6%B0%E1%BB%9Bc%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3118","87025","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã An Thạnh Thủy","Xã","42.67","41198","966","Ủy Ban Nhân Dân Xã An Thạnh Thủy","Ấp Xã An Thạnh Thủy, Xã An Thạnh Thủy, Tỉnh Đồng Tháp","10.4883","105.6838","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20An%20Th%E1%BA%A1nh%20Th%E1%BB%A7y%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã An Thạnh Thủy","Ấp Xã An Thạnh Thủy, Xã An Thạnh Thủy, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20An%20Th%E1%BA%A1nh%20Th%E1%BB%A7y%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3119","87026","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Ba Sao","Xã","81.13","28463","351","Ủy Ban Nhân Dân Xã Ba Sao","Ấp Xã Ba Sao, Xã Ba Sao, Tỉnh Đồng Tháp","10.4041","105.6162","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Ba%20Sao%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Ba Sao","Ấp Xã Ba Sao, Xã Ba Sao, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Ba%20Sao%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3120","87027","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Bình Hàng Trung","Xã","78.22","39533","505","Ủy Ban Nhân Dân Xã Bình Hàng Trung","Ấp Xã Bình Hàng Trung, Xã Bình Hàng Trung, Tỉnh Đồng Tháp","10.5134","105.6091","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20B%C3%ACnh%20H%C3%A0ng%20Trung%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Bình Hàng Trung","Ấp Xã Bình Hàng Trung, Xã Bình Hàng Trung, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20B%C3%ACnh%20H%C3%A0ng%20Trung%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3121","87028","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Bình Ninh","Xã","46.64","36131","775","Ủy Ban Nhân Dân Xã Bình Ninh","Ấp Xã Bình Ninh, Xã Bình Ninh, Tỉnh Đồng Tháp","10.4366","105.6892","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20B%C3%ACnh%20Ninh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Bình Ninh","Ấp Xã Bình Ninh, Xã Bình Ninh, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20B%C3%ACnh%20Ninh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3122","87029","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Bình Phú","Xã","47.33","51081","1079","Ủy Ban Nhân Dân Xã Bình Phú","Ấp Xã Bình Phú, Xã Bình Phú, Tỉnh Đồng Tháp","10.4391","105.5767","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20B%C3%ACnh%20Ph%C3%BA%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Bình Phú","Ấp Xã Bình Phú, Xã Bình Phú, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20B%C3%ACnh%20Ph%C3%BA%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3123","87030","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Bình Thành","Xã","72.15","31182","432","Ủy Ban Nhân Dân Xã Bình Thành","Ấp Xã Bình Thành, Xã Bình Thành, Tỉnh Đồng Tháp","10.5142","105.6625","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20B%C3%ACnh%20Th%C3%A0nh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Bình Thành","Ấp Xã Bình Thành, Xã Bình Thành, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20B%C3%ACnh%20Th%C3%A0nh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3124","87031","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Bình Trưng","Xã","31.23","34618","1108","Ủy Ban Nhân Dân Xã Bình Trưng","Ấp Xã Bình Trưng, Xã Bình Trưng, Tỉnh Đồng Tháp","10.3994","105.6498","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20B%C3%ACnh%20Tr%C6%B0ng%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Bình Trưng","Ấp Xã Bình Trưng, Xã Bình Trưng, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20B%C3%ACnh%20Tr%C6%B0ng%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3125","87032","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Cái Bè","Xã","41.14","59611","1449","Ủy Ban Nhân Dân Xã Cái Bè","Ấp Xã Cái Bè, Xã Cái Bè, Tỉnh Đồng Tháp","10.4938","105.5808","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20C%C3%A1i%20B%C3%A8%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Cái Bè","Ấp Xã Cái Bè, Xã Cái Bè, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20C%C3%A1i%20B%C3%A8%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3126","87033","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Châu Thành","Xã","24.28","57070","2350","Ủy Ban Nhân Dân Xã Châu Thành","Ấp Xã Châu Thành, Xã Châu Thành, Tỉnh Đồng Tháp","10.4705","105.6968","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Ch%C3%A2u%20Th%C3%A0nh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Châu Thành","Ấp Xã Châu Thành, Xã Châu Thành, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Ch%C3%A2u%20Th%C3%A0nh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3127","87034","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Chợ Gạo","Xã","25.17","33793","1343","Ủy Ban Nhân Dân Xã Chợ Gạo","Ấp Xã Chợ Gạo, Xã Chợ Gạo, Tỉnh Đồng Tháp","10.4086","105.5944","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Ch%E1%BB%A3%20G%E1%BA%A1o%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Chợ Gạo","Ấp Xã Chợ Gạo, Xã Chợ Gạo, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Ch%E1%BB%A3%20G%E1%BA%A1o%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3128","87035","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Đốc Binh Kiều","Xã","77.82","28797","370","Ủy Ban Nhân Dân Xã Đốc Binh Kiều","Ấp Xã Đốc Binh Kiều, Xã Đốc Binh Kiều, Tỉnh Đồng Tháp","10.5248","105.6285","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20%C4%90%E1%BB%91c%20Binh%20Ki%E1%BB%81u%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Đốc Binh Kiều","Ấp Xã Đốc Binh Kiều, Xã Đốc Binh Kiều, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20%C4%90%E1%BB%91c%20Binh%20Ki%E1%BB%81u%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3129","87036","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Đồng Sơn","Xã","44.27","40405","913","Ủy Ban Nhân Dân Xã Đồng Sơn","Ấp Xã Đồng Sơn, Xã Đồng Sơn, Tỉnh Đồng Tháp","10.4149","105.6824","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20%C4%90%E1%BB%93ng%20S%C6%A1n%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Đồng Sơn","Ấp Xã Đồng Sơn, Xã Đồng Sơn, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20%C4%90%E1%BB%93ng%20S%C6%A1n%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3130","87037","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Gia Thuận","Xã","67.41","45907","681","Ủy Ban Nhân Dân Xã Gia Thuận","Ấp Xã Gia Thuận, Xã Gia Thuận, Tỉnh Đồng Tháp","10.46","105.5672","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Gia%20Thu%E1%BA%ADn%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Gia Thuận","Ấp Xã Gia Thuận, Xã Gia Thuận, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Gia%20Thu%E1%BA%ADn%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3131","87038","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Gò Công Đông","Xã","106.41","30104","283","Ủy Ban Nhân Dân Xã Gò Công Đông","Ấp Xã Gò Công Đông, Xã Gò Công Đông, Tỉnh Đồng Tháp","10.505","105.6838","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20G%C3%B2%20C%C3%B4ng%20%C4%90%C3%B4ng%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Gò Công Đông","Ấp Xã Gò Công Đông, Xã Gò Công Đông, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20G%C3%B2%20C%C3%B4ng%20%C4%90%C3%B4ng%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3132","87039","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Hậu Mỹ","Xã","78.61","40097","510","Ủy Ban Nhân Dân Xã Hậu Mỹ","Ấp Xã Hậu Mỹ, Xã Hậu Mỹ, Tỉnh Đồng Tháp","10.3919","105.6277","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20H%E1%BA%ADu%20M%E1%BB%B9%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Hậu Mỹ","Ấp Xã Hậu Mỹ, Xã Hậu Mỹ, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20H%E1%BA%ADu%20M%E1%BB%B9%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3133","87040","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Hiệp Đức","Xã","45.97","35734","777","Ủy Ban Nhân Dân Xã Hiệp Đức","Ấp Xã Hiệp Đức, Xã Hiệp Đức, Tỉnh Đồng Tháp","10.5144","105.5923","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Hi%E1%BB%87p%20%C4%90%E1%BB%A9c%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Hiệp Đức","Ấp Xã Hiệp Đức, Xã Hiệp Đức, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Hi%E1%BB%87p%20%C4%90%E1%BB%A9c%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3134","87041","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Hòa Long","Xã","81.31","68886","847","Ủy Ban Nhân Dân Xã Hòa Long","Ấp Xã Hòa Long, Xã Hòa Long, Tỉnh Đồng Tháp","10.4473","105.7022","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20H%C3%B2a%20Long%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Hòa Long","Ấp Xã Hòa Long, Xã Hòa Long, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20H%C3%B2a%20Long%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3135","87042","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Hội Cư","Xã","48.66","52774","1085","Ủy Ban Nhân Dân Xã Hội Cư","Ấp Xã Hội Cư, Xã Hội Cư, Tỉnh Đồng Tháp","10.4223","105.5746","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20H%E1%BB%99i%20C%C6%B0%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Hội Cư","Ấp Xã Hội Cư, Xã Hội Cư, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20H%E1%BB%99i%20C%C6%B0%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3136","87043","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Hưng Thạnh","Xã","65.15","31368","481","Ủy Ban Nhân Dân Xã Hưng Thạnh","Ấp Xã Hưng Thạnh, Xã Hưng Thạnh, Tỉnh Đồng Tháp","10.5279","105.6526","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20H%C6%B0ng%20Th%E1%BA%A1nh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Hưng Thạnh","Ấp Xã Hưng Thạnh, Xã Hưng Thạnh, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20H%C6%B0ng%20Th%E1%BA%A1nh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3137","87044","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Kim Sơn","Xã","29.42","29382","999","Ủy Ban Nhân Dân Xã Kim Sơn","Ấp Xã Kim Sơn, Xã Kim Sơn, Tỉnh Đồng Tháp","10.3962","105.6665","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Kim%20S%C6%A1n%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Kim Sơn","Ấp Xã Kim Sơn, Xã Kim Sơn, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Kim%20S%C6%A1n%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3138","87045","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Lai Vung","Xã","71.24","80649","1132","Ủy Ban Nhân Dân Xã Lai Vung","Ấp Xã Lai Vung, Xã Lai Vung, Tỉnh Đồng Tháp","10.4847","105.5664","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Lai%20Vung%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Lai Vung","Ấp Xã Lai Vung, Xã Lai Vung, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Lai%20Vung%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3139","87046","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Lấp Vò","Xã","85.2","73883","867","Ủy Ban Nhân Dân Xã Lấp Vò","Ấp Xã Lấp Vò, Xã Lấp Vò, Tỉnh Đồng Tháp","10.4871","105.7012","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20L%E1%BA%A5p%20V%C3%B2%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Lấp Vò","Ấp Xã Lấp Vò, Xã Lấp Vò, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20L%E1%BA%A5p%20V%C3%B2%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3140","87047","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Long Bình","Xã","36.62","30788","841","Ủy Ban Nhân Dân Xã Long Bình","Ấp Xã Long Bình, Xã Long Bình, Tỉnh Đồng Tháp","10.3935","105.6026","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Long%20B%C3%ACnh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Long Bình","Ấp Xã Long Bình, Xã Long Bình, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Long%20B%C3%ACnh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3141","87048","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Long Định","Xã","43.77","48391","1106","Ủy Ban Nhân Dân Xã Long Định","Ấp Xã Long Định, Xã Long Định, Tỉnh Đồng Tháp","10.5303","105.6121","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Long%20%C4%90%E1%BB%8Bnh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Long Định","Ấp Xã Long Định, Xã Long Định, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Long%20%C4%90%E1%BB%8Bnh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3142","87049","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã Long Hưng","Xã","43.25","47304","1094","Ủy Ban Nhân Dân Xã Long Hưng","Ấp Xã Long Hưng, Xã Long Hưng, Tỉnh Đồng Tháp","10.4221","105.6982","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Long%20H%C6%B0ng%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã Long Hưng","Ấp Xã Long Hưng, Xã Long Hưng, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Long%20H%C6%B0ng%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
